s1:

+---------------------+--------+----+
| time                | player | ip |
| 2016-08-18 12:38:38 |     32 | 58 |
| 2016-08-18 12:43:38 |     31 | 57 |
| 2016-08-18 12:48:39 |     30 | 56 |
| 2016-08-18 12:53:39 |     30 | 56 |
| 2016-08-18 12:58:39 |     30 | 56 |
| 2016-08-18 13:03:40 |     28 | 54 |
| 2016-08-18 13:08:40 |     29 | 55 |
| 2016-08-18 13:13:40 |     27 | 53 |
| 2016-08-18 13:18:40 |     29 | 54 |
| 2016-08-18 13:23:41 |     29 | 55 |
| 2016-08-18 13:28:41 |     34 | 60 |
| 2016-08-18 13:33:41 |     30 | 56 |
| 2016-08-18 13:38:42 |     28 | 54 |
| 2016-08-18 13:43:42 |     25 | 51 |
| 2016-08-18 13:48:42 |     27 | 53 |
| 2016-08-18 13:53:43 |     26 | 52 |
| 2016-08-18 13:58:43 |     27 | 53 |
| 2016-08-18 14:03:43 |     26 | 52 |
| 2016-08-18 14:08:44 |     25 | 51 |
| 2016-08-18 14:13:44 |     22 | 48 |
| 2016-08-18 14:18:44 |     21 | 47 |
| 2016-08-18 14:23:44 |     21 | 47 |
| 2016-08-18 14:28:45 |     22 | 47 |
| 2016-08-18 14:33:45 |     20 | 45 |
| 2016-08-18 14:38:45 |     19 | 44 |
| 2016-08-18 14:43:46 |     19 | 44 |
| 2016-08-18 14:48:46 |     21 | 46 |
| 2016-08-18 14:53:46 |     21 | 46 |
| 2016-08-18 14:58:47 |     19 | 44 |
| 2016-08-18 15:03:47 |     21 | 46 |
| 2016-08-18 15:08:47 |     24 | 48 |
| 2016-08-18 15:13:47 |     24 | 48 |
| 2016-08-18 15:18:48 |     21 | 44 |
| 2016-08-18 15:23:48 |     24 | 48 |
| 2016-08-18 15:28:48 |     24 | 48 |
| 2016-08-18 15:33:49 |     25 | 49 |
| 2016-08-18 15:38:49 |     26 | 50 |
| 2016-08-18 15:43:49 |     24 | 49 |
| 2016-08-18 15:48:50 |     25 | 50 |
| 2016-08-18 15:53:50 |     25 | 50 |
| 2016-08-18 15:58:50 |     28 | 53 |
| 2016-08-18 16:03:50 |     27 | 51 |
| 2016-08-18 16:08:51 |     26 | 51 |
| 2016-08-18 16:13:51 |     24 | 50 |
| 2016-08-18 16:18:51 |     25 | 51 |
| 2016-08-18 16:23:52 |     26 | 52 |
| 2016-08-18 16:28:52 |     27 | 53 |
| 2016-08-18 16:33:52 |     27 | 53 |
| 2016-08-18 16:38:53 |     25 | 51 |
| 2016-08-18 16:43:53 |     25 | 51 |
| 2016-08-18 16:48:53 |     24 | 48 |
| 2016-08-18 16:53:54 |     26 | 49 |
| 2016-08-18 16:58:54 |     14 | 40 |
| 2016-08-18 17:03:54 |     17 | 43 |
| 2016-08-18 17:08:54 |     21 | 45 |
| 2016-08-18 17:13:55 |     22 | 46 |
| 2016-08-18 17:18:55 |     24 | 49 |
| 2016-08-18 17:23:55 |     23 | 47 |
| 2016-08-18 17:28:56 |     25 | 50 |
| 2016-08-18 17:33:56 |     24 | 49 |
| 2016-08-18 17:38:56 |     26 | 50 |
| 2016-08-18 17:43:57 |     24 | 49 |
| 2016-08-18 17:48:57 |     23 | 47 |
| 2016-08-18 17:53:57 |     23 | 47 |
| 2016-08-18 17:58:57 |     25 | 50 |
| 2016-08-18 18:03:58 |     23 | 48 |
| 2016-08-18 18:08:58 |     25 | 50 |
| 2016-08-18 18:13:58 |     25 | 50 |
| 2016-08-18 18:18:59 |     23 | 48 |
| 2016-08-18 18:23:59 |     24 | 49 |
| 2016-08-18 18:28:59 |     26 | 50 |
| 2016-08-18 18:34:00 |     27 | 51 |
| 2016-08-18 18:39:00 |     28 | 52 |
| 2016-08-18 18:44:00 |     29 | 54 |
| 2016-08-18 18:49:01 |     27 | 52 |
| 2016-08-18 18:54:01 |     29 | 54 |
| 2016-08-18 18:59:01 |     28 | 52 |
| 2016-08-18 19:04:01 |     28 | 53 |
| 2016-08-18 19:09:02 |     28 | 53 |
| 2016-08-18 19:14:02 |     28 | 53 |
| 2016-08-18 19:19:02 |     30 | 55 |
| 2016-08-18 19:24:03 |     31 | 55 |
| 2016-08-18 19:29:03 |     31 | 56 |
| 2016-08-18 19:34:03 |     30 | 55 |
| 2016-08-18 19:39:04 |     30 | 55 |
| 2016-08-18 19:44:04 |     32 | 57 |
| 2016-08-18 19:49:04 |     28 | 53 |
| 2016-08-18 19:54:04 |     29 | 54 |
| 2016-08-18 19:59:05 |     27 | 52 |
| 2016-08-18 20:04:05 |     25 | 50 |
| 2016-08-18 20:09:05 |     27 | 52 |
| 2016-08-18 20:14:06 |     27 | 52 |
| 2016-08-18 20:19:06 |     27 | 52 |
| 2016-08-18 20:24:06 |     26 | 52 |
| 2016-08-18 20:29:07 |     26 | 51 |
| 2016-08-18 20:34:07 |     27 | 52 |
| 2016-08-18 20:39:07 |     29 | 54 |
| 2016-08-18 20:44:07 |     30 | 54 |
| 2016-08-18 20:49:08 |     31 | 56 |
| 2016-08-18 20:54:08 |     31 | 56 |
| 2016-08-18 20:59:08 |     32 | 57 |
| 2016-08-18 21:04:09 |     30 | 55 |
| 2016-08-18 21:09:09 |     29 | 54 |
| 2016-08-18 21:14:09 |     28 | 53 |
| 2016-08-18 21:19:10 |     29 | 54 |
| 2016-08-18 21:24:10 |     28 | 53 |
| 2016-08-18 21:29:10 |     28 | 52 |
| 2016-08-18 21:34:10 |     30 | 54 |
| 2016-08-18 21:39:11 |     29 | 53 |
| 2016-08-18 21:44:11 |     25 | 50 |
| 2016-08-18 21:49:11 |     25 | 50 |
| 2016-08-18 21:54:12 |     25 | 50 |
| 2016-08-18 21:59:12 |     26 | 51 |
| 2016-08-18 22:04:12 |     26 | 51 |
| 2016-08-18 22:09:13 |     27 | 52 |
| 2016-08-18 22:14:13 |     29 | 53 |
| 2016-08-18 22:19:13 |     28 | 53 |
| 2016-08-18 22:24:13 |     27 | 52 |
| 2016-08-18 22:29:14 |     25 | 50 |
| 2016-08-18 22:34:14 |     25 | 49 |
| 2016-08-18 22:39:14 |     24 | 49 |
| 2016-08-18 22:44:15 |     25 | 50 |
| 2016-08-18 22:49:15 |     23 | 47 |
| 2016-08-18 22:54:15 |     22 | 47 |
| 2016-08-18 22:59:16 |     21 | 46 |
| 2016-08-18 23:04:16 |     21 | 46 |
| 2016-08-18 23:09:16 |     17 | 42 |
| 2016-08-18 23:14:16 |     16 | 41 |
| 2016-08-18 23:19:17 |     14 | 39 |
| 2016-08-18 23:24:17 |     14 | 39 |
| 2016-08-18 23:29:17 |     13 | 38 |
| 2016-08-18 23:34:18 |     13 | 38 |
| 2016-08-18 23:39:18 |     11 | 36 |
| 2016-08-18 23:44:18 |     11 | 36 |
| 2016-08-18 23:49:19 |     11 | 36 |
| 2016-08-18 23:54:19 |     13 | 38 |
| 2016-08-18 23:59:19 |     12 | 37 |
| 2016-08-19 00:04:20 |     14 | 39 |
| 2016-08-19 00:09:20 |     12 | 37 |
| 2016-08-19 00:14:20 |     13 | 38 |
| 2016-08-19 00:19:20 |     14 | 39 |
| 2016-08-19 00:24:21 |     15 | 40 |
| 2016-08-19 00:29:21 |     14 | 39 |
| 2016-08-19 00:34:21 |     12 | 37 |
| 2016-08-19 00:39:22 |     12 | 37 |
| 2016-08-19 00:44:22 |     12 | 36 |
| 2016-08-19 00:49:22 |     13 | 38 |
| 2016-08-19 00:54:23 |     15 | 40 |
| 2016-08-19 00:59:23 |     15 | 40 |
| 2016-08-19 01:04:23 |     15 | 40 |
| 2016-08-19 01:09:23 |     15 | 40 |
| 2016-08-19 01:14:24 |     13 | 38 |
| 2016-08-19 01:19:24 |     13 | 38 |
| 2016-08-19 01:24:24 |     12 | 37 |
| 2016-08-19 01:29:25 |     12 | 37 |
| 2016-08-19 01:34:25 |     12 | 37 |
| 2016-08-19 01:39:25 |     12 | 37 |
| 2016-08-19 01:44:26 |     12 | 37 |
| 2016-08-19 01:49:26 |     11 | 36 |
| 2016-08-19 01:54:26 |     11 | 36 |
| 2016-08-19 01:59:26 |     11 | 36 |
| 2016-08-19 02:04:27 |     11 | 36 |
| 2016-08-19 02:09:27 |     11 | 36 |
| 2016-08-19 02:14:27 |     11 | 36 |
| 2016-08-19 02:19:28 |     11 | 36 |
| 2016-08-19 02:24:28 |     11 | 36 |
| 2016-08-19 02:29:28 |     10 | 35 |
| 2016-08-19 02:34:29 |     10 | 35 |
| 2016-08-19 02:39:29 |     10 | 35 |
| 2016-08-19 02:44:29 |     11 | 36 |
| 2016-08-19 02:49:29 |     11 | 36 |
| 2016-08-19 02:54:30 |     11 | 36 |
| 2016-08-19 02:59:30 |     11 | 36 |
| 2016-08-19 03:04:30 |     11 | 36 |
| 2016-08-19 03:09:31 |     10 | 35 |
| 2016-08-19 03:14:31 |      9 | 34 |
| 2016-08-19 03:19:31 |      9 | 34 |
| 2016-08-19 03:24:32 |      9 | 34 |
| 2016-08-19 03:29:32 |      9 | 34 |
| 2016-08-19 03:34:32 |      9 | 34 |
| 2016-08-19 03:39:32 |      9 | 34 |
| 2016-08-19 03:44:33 |      9 | 34 |
| 2016-08-19 03:49:33 |     11 | 35 |
| 2016-08-19 03:54:33 |     11 | 35 |
| 2016-08-19 03:59:34 |     10 | 34 |
| 2016-08-19 04:04:34 |      9 | 33 |
| 2016-08-19 04:09:34 |      9 | 33 |
| 2016-08-19 04:14:35 |      9 | 33 |
| 2016-08-19 04:19:35 |      9 | 33 |
| 2016-08-19 04:24:35 |      9 | 33 |
| 2016-08-19 04:29:35 |      9 | 33 |
| 2016-08-19 04:34:36 |      9 | 33 |
| 2016-08-19 04:39:36 |      9 | 33 |
| 2016-08-19 04:44:36 |     10 | 34 |
| 2016-08-19 04:49:37 |     10 | 34 |
| 2016-08-19 04:54:37 |     10 | 34 |
| 2016-08-19 04:59:37 |     10 | 34 |
| 2016-08-19 05:04:38 |     10 | 34 |
| 2016-08-19 05:09:38 |      9 | 33 |
| 2016-08-19 05:14:38 |      9 | 33 |
| 2016-08-19 05:19:38 |      8 | 32 |
| 2016-08-19 05:24:39 |      8 | 32 |
| 2016-08-19 05:29:39 |      8 | 32 |
| 2016-08-19 05:34:39 |      8 | 32 |
| 2016-08-19 05:39:40 |      9 | 33 |
| 2016-08-19 05:44:40 |      9 | 33 |
| 2016-08-19 05:49:40 |     10 | 33 |
| 2016-08-19 05:54:41 |     10 | 34 |
| 2016-08-19 05:59:41 |     10 | 34 |
| 2016-08-19 06:04:41 |      9 | 34 |
| 2016-08-19 06:09:41 |      8 | 33 |
| 2016-08-19 06:14:42 |      8 | 33 |
| 2016-08-19 06:19:42 |      8 | 33 |
| 2016-08-19 06:24:42 |      8 | 33 |
| 2016-08-19 06:29:43 |      9 | 34 |
| 2016-08-19 06:34:43 |      8 | 33 |
| 2016-08-19 06:39:43 |      8 | 33 |
| 2016-08-19 06:44:44 |      9 | 34 |
| 2016-08-19 06:49:44 |      9 | 34 |
| 2016-08-19 06:54:44 |      9 | 34 |
| 2016-08-19 06:59:45 |      9 | 34 |
| 2016-08-19 07:04:45 |      9 | 34 |
| 2016-08-19 07:09:45 |      9 | 34 |
| 2016-08-19 07:14:45 |      9 | 34 |
| 2016-08-19 07:19:46 |     10 | 35 |
| 2016-08-19 07:24:46 |     10 | 35 |
| 2016-08-19 07:29:46 |     11 | 36 |
| 2016-08-19 07:34:47 |      9 | 34 |
| 2016-08-19 07:39:47 |     11 | 35 |
| 2016-08-19 07:44:47 |      9 | 35 |
| 2016-08-19 07:49:48 |     11 | 36 |
| 2016-08-19 07:54:48 |     12 | 38 |
| 2016-08-19 07:59:48 |     12 | 38 |
| 2016-08-19 08:04:48 |     10 | 36 |
| 2016-08-19 08:09:49 |     11 | 37 |
| 2016-08-19 08:14:49 |     13 | 38 |
| 2016-08-19 08:19:49 |     16 | 40 |
| 2016-08-19 08:24:50 |     19 | 41 |
| 2016-08-19 08:29:50 |     16 | 40 |
| 2016-08-19 08:34:50 |     16 | 42 |
| 2016-08-19 08:39:51 |     16 | 42 |
| 2016-08-19 08:44:51 |     18 | 42 |
| 2016-08-19 08:49:51 |     19 | 43 |
| 2016-08-19 08:54:51 |     19 | 43 |
| 2016-08-19 08:59:52 |     20 | 43 |
| 2016-08-19 09:04:52 |     23 | 45 |
| 2016-08-19 09:09:52 |     22 | 45 |
| 2016-08-19 09:14:53 |     22 | 46 |
| 2016-08-19 09:19:53 |     22 | 46 |
| 2016-08-19 09:24:53 |     22 | 46 |
| 2016-08-19 09:29:54 |     23 | 47 |
| 2016-08-19 09:34:54 |     22 | 46 |
+---------------------+--------+----+


s3:
+---------------------+--------+----+
| time                | player | ip |
+---------------------+--------+----+
| 2016-08-18 00:06:40 |     21 | 32 |
| 2016-08-18 00:11:40 |     20 | 31 |
| 2016-08-18 00:16:40 |     19 | 30 |
| 2016-08-18 00:21:41 |     21 | 32 |
| 2016-08-18 00:26:41 |     21 | 33 |
| 2016-08-18 00:31:41 |     21 | 33 |
| 2016-08-18 00:36:42 |     21 | 33 |
| 2016-08-18 00:41:42 |     19 | 31 |
| 2016-08-18 00:46:42 |     18 | 30 |
| 2016-08-18 00:51:43 |     17 | 29 |
| 2016-08-18 00:56:43 |     17 | 29 |
| 2016-08-18 01:01:43 |     16 | 28 |
| 2016-08-18 01:06:43 |     13 | 25 |
| 2016-08-18 01:11:44 |     12 | 24 |
| 2016-08-18 01:16:44 |     11 | 23 |
| 2016-08-18 01:21:44 |     12 | 24 |
| 2016-08-18 01:26:45 |     12 | 24 |
| 2016-08-18 01:31:45 |      9 | 21 |
| 2016-08-18 01:36:45 |     10 | 22 |
| 2016-08-18 01:41:46 |     10 | 22 |
| 2016-08-18 01:46:46 |     11 | 23 |
| 2016-08-18 01:51:46 |     11 | 23 |
| 2016-08-18 01:56:46 |     10 | 22 |
| 2016-08-18 02:01:47 |     10 | 22 |
| 2016-08-18 02:06:47 |     11 | 23 |
| 2016-08-18 02:11:47 |     11 | 23 |
| 2016-08-18 02:16:48 |     10 | 22 |
| 2016-08-18 02:21:48 |     10 | 22 |
| 2016-08-18 02:26:48 |      9 | 21 |
| 2016-08-18 02:31:49 |      8 | 20 |
| 2016-08-18 02:36:49 |      8 | 20 |
| 2016-08-18 02:41:49 |      8 | 20 |
| 2016-08-18 02:46:49 |      8 | 20 |
| 2016-08-18 02:51:50 |      7 | 19 |
| 2016-08-18 02:56:50 |      7 | 19 |
| 2016-08-18 03:01:50 |      7 | 19 |
| 2016-08-18 03:06:51 |      6 | 18 |
| 2016-08-18 03:11:51 |      6 | 18 |
| 2016-08-18 03:16:51 |      6 | 18 |
| 2016-08-18 03:21:52 |      6 | 18 |
| 2016-08-18 03:26:52 |      6 | 18 |
| 2016-08-18 03:31:52 |      6 | 18 |
| 2016-08-18 03:36:53 |      6 | 18 |
| 2016-08-18 03:41:53 |      6 | 18 |
| 2016-08-18 03:46:53 |      5 | 17 |
| 2016-08-18 03:51:53 |      3 | 16 |
| 2016-08-18 03:56:54 |      3 | 16 |
| 2016-08-18 04:01:54 |      3 | 16 |
| 2016-08-18 04:06:54 |      3 | 16 |
| 2016-08-18 04:11:55 |      3 | 16 |
| 2016-08-18 04:16:55 |      3 | 16 |
| 2016-08-18 04:21:55 |      4 | 17 |
| 2016-08-18 04:26:56 |      4 | 17 |
| 2016-08-18 04:31:56 |      4 | 17 |
| 2016-08-18 04:36:56 |      5 | 18 |
| 2016-08-18 04:41:56 |      5 | 18 |
| 2016-08-18 04:46:57 |      5 | 18 |
| 2016-08-18 04:51:57 |      5 | 18 |
| 2016-08-18 04:56:57 |      6 | 19 |
| 2016-08-18 05:01:58 |      6 | 19 |
| 2016-08-18 05:06:59 |      6 | 19 |
| 2016-08-18 05:11:59 |      7 | 20 |
| 2016-08-18 05:16:59 |      6 | 19 |
| 2016-08-18 05:21:59 |      6 | 19 |
| 2016-08-18 05:27:00 |      6 | 19 |
| 2016-08-18 05:32:00 |      6 | 19 |
| 2016-08-18 05:37:00 |      6 | 19 |
| 2016-08-18 05:42:01 |      7 | 20 |
| 2016-08-18 05:47:01 |      7 | 20 |
| 2016-08-18 05:52:01 |      8 | 21 |
| 2016-08-18 05:57:02 |     10 | 23 |
| 2016-08-18 06:02:02 |      9 | 22 |
| 2016-08-18 06:07:02 |      9 | 22 |
| 2016-08-18 06:12:02 |      9 | 22 |
| 2016-08-18 06:17:03 |      8 | 21 |
| 2016-08-18 06:22:03 |      9 | 22 |
| 2016-08-18 06:27:03 |     10 | 23 |
| 2016-08-18 06:32:04 |     10 | 23 |
| 2016-08-18 06:37:04 |     10 | 23 |
| 2016-08-18 06:42:04 |     11 | 24 |
| 2016-08-18 06:47:05 |     11 | 24 |
| 2016-08-18 06:52:05 |     11 | 24 |
| 2016-08-18 06:57:05 |     11 | 24 |
| 2016-08-18 07:02:05 |     10 | 23 |
| 2016-08-18 07:07:06 |     10 | 23 |
| 2016-08-18 07:12:06 |     11 | 24 |
| 2016-08-18 07:17:06 |      9 | 22 |
| 2016-08-18 07:22:07 |     12 | 24 |
| 2016-08-18 07:27:07 |     12 | 25 |
| 2016-08-18 07:32:07 |     13 | 26 |
| 2016-08-18 07:37:08 |     13 | 26 |
| 2016-08-18 07:42:08 |     14 | 27 |
| 2016-08-18 07:47:08 |     16 | 28 |
| 2016-08-18 07:52:09 |     14 | 27 |
| 2016-08-18 07:57:09 |     16 | 29 |
| 2016-08-18 08:02:10 |     18 | 31 |
| 2016-08-18 08:07:10 |     19 | 31 |
| 2016-08-18 08:12:10 |     21 | 32 |
| 2016-08-18 08:17:10 |     22 | 34 |
| 2016-08-18 08:22:11 |     24 | 37 |
| 2016-08-18 08:27:12 |     26 | 39 |
| 2016-08-18 08:32:12 |     23 | 36 |
| 2016-08-18 08:37:12 |     23 | 36 |
| 2016-08-18 08:42:12 |     24 | 37 |
| 2016-08-18 08:47:13 |     24 | 36 |
| 2016-08-18 08:52:13 |     24 | 37 |
| 2016-08-18 08:57:13 |     25 | 38 |
| 2016-08-18 09:02:14 |     29 | 40 |
| 2016-08-18 09:07:14 |     28 | 41 |
| 2016-08-18 09:12:15 |     30 | 42 |
| 2016-08-18 09:17:15 |     33 | 46 |
| 2016-08-18 09:22:15 |     35 | 47 |
| 2016-08-18 09:27:16 |     37 | 50 |
| 2016-08-18 09:32:16 |     39 | 51 |
| 2016-08-18 09:37:16 |     40 | 51 |
| 2016-08-18 09:42:16 |     41 | 53 |
| 2016-08-18 09:47:17 |     40 | 52 |
| 2016-08-18 09:52:17 |     40 | 51 |
| 2016-08-18 09:57:17 |     40 | 52 |
| 2016-08-18 10:02:18 |     40 | 53 |
| 2016-08-18 10:07:18 |     40 | 51 |
| 2016-08-18 10:12:18 |     40 | 51 |
| 2016-08-18 10:17:19 |     41 | 54 |
| 2016-08-18 10:22:19 |     40 | 54 |
| 2016-08-18 10:27:19 |     39 | 54 |
| 2016-08-18 10:32:19 |     38 | 53 |
| 2016-08-18 10:37:20 |     38 | 52 |
| 2016-08-18 10:42:20 |     36 | 52 |
| 2016-08-18 10:47:20 |     36 | 52 |
| 2016-08-18 10:52:21 |     34 | 50 |
| 2016-08-18 10:57:21 |     34 | 50 |
| 2016-08-18 11:02:21 |     34 | 49 |
| 2016-08-18 11:07:22 |     37 | 53 |
| 2016-08-18 11:12:22 |     33 | 50 |
| 2016-08-18 11:17:22 |     34 | 49 |
| 2016-08-18 11:22:23 |     34 | 50 |
| 2016-08-18 11:27:23 |     34 | 50 |
| 2016-08-18 11:32:23 |     36 | 51 |
| 2016-08-18 11:37:23 |     32 | 48 |
| 2016-08-18 11:42:24 |     33 | 49 |
| 2016-08-18 11:47:24 |     38 | 50 |
| 2016-08-18 11:52:24 |     34 | 48 |
| 2016-08-18 11:57:25 |     36 | 50 |
| 2016-08-18 12:02:25 |     36 | 50 |
| 2016-08-18 12:07:25 |     37 | 51 |
| 2016-08-18 12:12:26 |     36 | 50 |
| 2016-08-18 12:17:26 |     37 | 51 |
| 2016-08-18 12:22:26 |     41 | 54 |
| 2016-08-18 12:27:27 |     39 | 53 |
| 2016-08-18 12:32:27 |     41 | 55 |
| 2016-08-18 12:37:27 |     43 | 57 |
| 2016-08-18 12:42:28 |     43 | 56 |
| 2016-08-18 12:47:28 |     44 | 57 |
| 2016-08-18 12:52:28 |     43 | 56 |
| 2016-08-18 12:57:29 |     45 | 57 |
| 2016-08-18 13:02:29 |     46 | 59 |
| 2016-08-18 13:07:29 |     43 | 56 |
| 2016-08-18 13:12:29 |     44 | 57 |
| 2016-08-18 13:17:30 |     42 | 54 |
| 2016-08-18 13:22:30 |     41 | 54 |
| 2016-08-18 13:27:30 |     38 | 51 |
| 2016-08-18 13:32:31 |     38 | 51 |
| 2016-08-18 13:37:31 |     38 | 51 |
| 2016-08-18 13:42:31 |     35 | 49 |
| 2016-08-18 13:47:32 |     35 | 49 |
| 2016-08-18 13:52:32 |     35 | 47 |
| 2016-08-18 13:57:32 |     33 | 47 |
| 2016-08-18 14:02:33 |     31 | 45 |
| 2016-08-18 14:07:33 |     28 | 42 |
| 2016-08-18 14:12:33 |     29 | 43 |
| 2016-08-18 14:17:33 |     31 | 45 |
| 2016-08-18 14:22:34 |     31 | 44 |
| 2016-08-18 14:27:34 |     31 | 45 |
| 2016-08-18 14:32:34 |     30 | 44 |
| 2016-08-18 14:37:35 |     28 | 42 |
| 2016-08-18 14:42:35 |     27 | 41 |
| 2016-08-18 14:47:35 |     27 | 41 |
| 2016-08-18 14:52:36 |     25 | 39 |
| 2016-08-18 14:57:36 |     25 | 39 |
| 2016-08-18 15:02:36 |     25 | 39 |
| 2016-08-18 15:07:37 |     25 | 39 |
| 2016-08-18 15:12:37 |     26 | 40 |
| 2016-08-18 15:17:37 |     26 | 40 |
| 2016-08-18 15:22:37 |     26 | 40 |
| 2016-08-18 15:27:40 |     27 | 41 |
| 2016-08-18 15:32:41 |     30 | 43 |
| 2016-08-18 15:37:41 |     29 | 43 |
| 2016-08-18 15:42:41 |     30 | 44 |
| 2016-08-18 15:47:42 |     29 | 43 |
| 2016-08-18 15:52:42 |     29 | 43 |
| 2016-08-18 15:57:42 |     27 | 42 |
| 2016-08-18 16:02:42 |     28 | 43 |
| 2016-08-18 16:07:43 |     28 | 44 |
| 2016-08-18 16:12:43 |     29 | 45 |
| 2016-08-18 16:17:43 |     31 | 47 |
| 2016-08-18 16:22:44 |     33 | 49 |
| 2016-08-18 16:27:44 |     35 | 51 |
| 2016-08-18 16:32:44 |     33 | 49 |
| 2016-08-18 16:37:45 |     34 | 50 |
| 2016-08-18 16:42:45 |     33 | 50 |
| 2016-08-18 16:47:45 |     33 | 49 |
| 2016-08-18 16:52:45 |     29 | 44 |
| 2016-08-18 16:57:46 |     21 | 34 |
| 2016-08-18 17:02:46 |     24 | 42 |
| 2016-08-18 17:07:46 |     24 | 42 |
| 2016-08-18 17:12:47 |     23 | 41 |
| 2016-08-18 17:17:47 |     21 | 39 |
| 2016-08-18 17:22:47 |     22 | 40 |
| 2016-08-18 17:27:48 |     19 | 37 |
| 2016-08-18 17:32:48 |     21 | 39 |
| 2016-08-18 17:37:49 |     18 | 36 |
| 2016-08-18 17:42:49 |     17 | 34 |
| 2016-08-18 17:47:49 |     18 | 37 |
| 2016-08-18 17:52:49 |     18 | 37 |
| 2016-08-18 17:57:50 |     17 | 36 |
| 2016-08-18 18:02:50 |     18 | 36 |
| 2016-08-18 18:07:50 |     17 | 35 |
| 2016-08-18 18:12:51 |     18 | 36 |
| 2016-08-18 18:17:51 |     18 | 36 |
| 2016-08-18 18:22:51 |     18 | 36 |
| 2016-08-18 18:27:52 |     19 | 37 |
| 2016-08-18 18:32:52 |     18 | 36 |
| 2016-08-18 18:37:52 |     19 | 37 |
| 2016-08-18 18:42:52 |     19 | 37 |
| 2016-08-18 18:47:53 |     19 | 37 |
| 2016-08-18 18:52:53 |     18 | 36 |
| 2016-08-18 18:57:53 |     17 | 35 |
| 2016-08-18 19:02:54 |     19 | 36 |
| 2016-08-18 19:07:54 |     21 | 38 |
| 2016-08-18 19:12:54 |     24 | 42 |
| 2016-08-18 19:17:55 |     23 | 41 |
| 2016-08-18 19:22:55 |     24 | 42 |
| 2016-08-18 19:27:55 |     25 | 43 |
| 2016-08-18 19:32:56 |     26 | 42 |
| 2016-08-18 19:37:56 |     25 | 39 |
| 2016-08-18 19:42:56 |     24 | 39 |
| 2016-08-18 19:47:56 |     26 | 40 |
| 2016-08-18 19:52:57 |     25 | 41 |
| 2016-08-18 19:57:57 |     22 | 38 |
| 2016-08-18 20:02:57 |     22 | 38 |
| 2016-08-18 20:07:58 |     24 | 40 |
| 2016-08-18 20:12:58 |     23 | 39 |
| 2016-08-18 20:17:58 |     24 | 40 |
| 2016-08-18 20:22:59 |     26 | 41 |
| 2016-08-18 20:27:59 |     27 | 43 |
| 2016-08-18 20:32:59 |     29 | 46 |
| 2016-08-18 20:37:59 |     29 | 46 |
| 2016-08-18 20:43:00 |     31 | 48 |
| 2016-08-18 20:48:00 |     32 | 49 |
| 2016-08-18 20:53:00 |     31 | 48 |
| 2016-08-18 20:58:01 |     31 | 48 |
| 2016-08-18 21:03:01 |     32 | 48 |
| 2016-08-18 21:08:01 |     32 | 49 |
| 2016-08-18 21:13:02 |     36 | 53 |
| 2016-08-18 21:18:02 |     37 | 54 |
| 2016-08-18 21:23:02 |     36 | 52 |
| 2016-08-18 21:28:02 |     35 | 51 |
| 2016-08-18 21:33:03 |     35 | 51 |
| 2016-08-18 21:38:03 |     35 | 52 |
| 2016-08-18 21:43:03 |     34 | 51 |
| 2016-08-18 21:48:04 |     34 | 51 |
| 2016-08-18 21:53:04 |     32 | 49 |
| 2016-08-18 21:58:04 |     33 | 50 |
| 2016-08-18 22:03:05 |     32 | 48 |
| 2016-08-18 22:08:05 |     32 | 47 |
| 2016-08-18 22:13:05 |     32 | 49 |
| 2016-08-18 22:18:05 |     28 | 45 |
| 2016-08-18 22:23:06 |     29 | 43 |
| 2016-08-18 22:28:06 |     29 | 46 |
| 2016-08-18 22:33:06 |     27 | 44 |
| 2016-08-18 22:38:07 |     26 | 43 |
| 2016-08-18 22:43:07 |     25 | 42 |
| 2016-08-18 22:48:07 |     22 | 38 |
| 2016-08-18 22:53:08 |     22 | 39 |
| 2016-08-18 22:58:08 |     22 | 39 |
| 2016-08-18 23:03:08 |     19 | 36 |
| 2016-08-18 23:08:09 |     17 | 34 |
| 2016-08-18 23:13:09 |     18 | 35 |
| 2016-08-18 23:18:09 |     15 | 32 |
| 2016-08-18 23:23:09 |     12 | 29 |
| 2016-08-18 23:28:10 |     14 | 30 |
| 2016-08-18 23:33:10 |     15 | 30 |
| 2016-08-18 23:38:10 |     15 | 31 |
| 2016-08-18 23:43:11 |     14 | 31 |
| 2016-08-18 23:48:11 |     11 | 28 |
| 2016-08-18 23:53:11 |      8 | 25 |
| 2016-08-18 23:58:12 |      9 | 25 |
| 2016-08-19 00:03:13 |     10 | 27 |
| 2016-08-19 00:08:13 |     11 | 28 |
| 2016-08-19 00:13:13 |     11 | 28 |
| 2016-08-19 00:18:14 |     11 | 28 |
| 2016-08-19 00:23:14 |     11 | 28 |
| 2016-08-19 00:28:14 |     11 | 28 |
| 2016-08-19 00:33:15 |      9 | 26 |
| 2016-08-19 00:38:15 |      9 | 26 |
| 2016-08-19 00:43:15 |      7 | 24 |
| 2016-08-19 00:48:16 |      7 | 24 |
| 2016-08-19 00:53:16 |      7 | 24 |
| 2016-08-19 00:58:17 |      6 | 23 |
| 2016-08-19 01:03:17 |      6 | 23 |
| 2016-08-19 01:08:17 |      6 | 23 |
| 2016-08-19 01:13:18 |      5 | 22 |
| 2016-08-19 01:18:18 |      6 | 23 |
| 2016-08-19 01:23:18 |      6 | 23 |
